ID,Name,Maths,Science,English,Total
S8264,Ruth King,21,85,37,143
S8265,Justin Caldwell,56,94,56,206
S8266,Ruth Robins,55,35,78,168
S8267,Brian Mcnorton,90,70,84,244
S8268,Thanh Bolen,64,57,27,148
S8269,Joseph Lewis,50,57,53,160
S8270,Claire Hayes,18,19,19,56
S8271,Kristie Upham,81,5,52,138
S8272,Andre Barnes,27,32,24,83
S8273,John Denny,83,68,94,245
S8274,Paul Waters,87,53,66,206
S8275,Richard Ballew,65,37,83,185
S8276,Larry Ragusano,83,32,28,143
S8277,Nelle Couch,43,19,21,83
S8278,Rodolfo French,11,77,2,90
S8279,Donald Parker,38,87,92,217
S8280,Jonathan Clark,68,70,86,224
S8281,Brandon Meyer,100,55,4,159
S8282,Laura Tate,47,74,26,147
S8283,Christopher Higginbotham,83,88,89,260
S8284,Doris Hledik,64,18,59,141
S8285,Steven Morgan,46,28,9,83
S8286,Ryan Ladner,25,76,69,170
S8287,Robert Delgado,67,4,29,100
S8288,George Rubio,67,34,8,109
S8289,Robert White,23,2,95,120
S8290,Andrew Timms,40,31,34,105
S8291,Linda Mcdonald,30,4,54,88
S8292,Arthur Putnam,99,5,29,133
S8293,Edith Arneecher,68,47,36,151
S8294,Horacio Havir,29,40,87,156
S8295,Tammy Everett,73,68,21,162
S8296,Karen Harris,50,69,100,219
S8297,George Romero,58,28,76,162
S8298,John Zanola,60,85,48,193
S8299,Mary Bisio,1,67,73,141
S8300,Beverly Blackburn,16,9,65,90
S8301,Lillie Miller,1,3,18,22
S8302,Christopher Olivares,30,99,6,135
S8303,Levi Tobar,95,43,56,194
S8304,Ernest Kerns,51,94,100,245
S8305,Walter Conklin,58,42,29,129
S8306,Anna Heath,4,23,7,34
S8307,Janet Jordon,16,81,42,139
S8308,Val Duda,26,58,72,156
S8309,Jasmine Jefferson,29,42,44,115
S8310,Nicholas Kull,63,41,63,167
S8311,Elvira Saunders,60,17,55,132
S8312,Joyce Perry,22,31,50,103
S8313,Rebecca Connors,80,79,91,250
S8314,Gail Barker,45,81,34,160
S8315,Sharon Corliss,55,90,26,171
S8316,Betty Albanese,62,21,15,98
S8317,Katherine Jones,30,4,41,75
S8318,Elizabeth Shutt,61,66,49,176
S8319,Rae Robertson,60,29,50,139
S8320,James Harding,20,47,16,83
S8321,Keith Kocon,90,97,2,189
S8322,Jennifer Trice,99,14,69,182
S8323,Harvey Connell,0,1,89,90
S8324,Nancy Spencer,51,29,87,167
S8325,Steven Myers,14,25,78,117
S8326,Lee Howard,6,54,65,125
S8327,Janet Pigford,78,33,29,140
S8328,Kisha Cashdollar,40,87,51,178
S8329,Tracy Hernandez,29,8,30,67
S8330,Jane Hall,45,100,53,198
S8331,Donna Sutton,77,46,43,166
S8332,Shannon Simone,22,54,22,98
S8333,Donald Charles,8,9,39,56
S8334,Juliette Perotti,39,84,4,127
S8335,Daniel Brown,29,29,12,70
S8336,Tracey Beasley,23,39,44,106
S8337,Joan Vaught,92,70,96,258
S8338,Steve Walker,94,90,93,277
S8339,Denis Franck,46,30,31,107
S8340,Margie Treider,49,43,29,121
S8341,Evelyn Nieto,36,90,88,214
S8342,Steven Hoelscher,57,12,62,131
S8343,Levi Stevenson,79,9,67,155
S8344,Johnnie Eledge,98,84,71,253
S8345,Chelsea Bove,20,6,46,72
S8346,Bethany Brown,70,55,94,219
S8347,Kenny King,42,77,29,148
S8348,Katheryn Brackett,0,90,84,174
S8349,Janice Warner,77,19,32,128
S8350,Veronica Hodge,0,96,61,157
S8351,Dorothy Rutherford,89,2,64,155
S8352,Rufus Clemmons,89,68,55,212
S8353,Anna Harris,1,15,76,92
S8354,Charles Stinson,36,83,13,132
S8355,George Bailey,37,5,84,126
S8356,Heather Chalker,88,21,13,122
S8357,Ann Nogle,8,76,18,102
S8358,Patty Marcum,62,32,49,143
S8359,Dale Smiley,59,37,51,147
S8360,Joseph Urban,7,72,27,106
S8361,Jaime James,24,28,2,54
S8362,Harry Robinson,76,40,63,179
S8363,Anthony Wheeler,99,67,18,184
S8364,Robin Brantner,1,96,56,153
S8365,Margaret Gilbert,98,14,7,119
S8366,Brenda Moore,54,5,26,85
S8367,Sebastian Delgado,27,54,93,174
S8368,Michael Gonzales,93,64,2,159
S8369,Joshua Thomas,45,63,27,135
S8370,Henrietta Summerlin,98,69,79,246
S8371,Anna Webber,93,49,50,192
S8372,Maria Reine,38,89,9,136
S8373,Donald Cornwell,6,32,73,111
S8374,Jose Hollis,59,46,54,159
S8375,Wilma Conrad,80,22,48,150
S8376,Ronald Franco,58,3,47,108
S8377,Mary Mifflin,92,78,89,259
S8378,Naomi West,18,7,45,70
S8379,Bonnie Mahabir,35,10,63,108
S8380,John Despres,72,26,84,182
S8381,Keith Jackson,78,99,96,273
S8382,Ian Kates,10,45,68,123
S8383,Katherine Cadet,21,94,17,132
S8384,David Delaune,7,28,55,90
S8385,Kenneth Avellino,60,12,12,84
S8386,Juanita Bean,15,78,49,142
S8387,Susan Maymi,10,46,6,62
S8388,Cecile Lewandowski,31,67,75,173
S8389,Shenita Cortez,34,82,98,214
S8390,Robert Lepak,21,100,50,171
S8391,Robert Siler,76,23,55,154
S8392,Bob Johnson,47,37,50,134
S8393,Floyd Phang,47,58,15,120
S8394,Fawn Doyle,97,71,2,170
S8395,Fred Marrara,53,6,34,93
S8396,Jerome Herman,52,1,36,89
S8397,Willie Perillo,13,59,94,166
S8398,Susan Nelson,75,37,84,196
S8399,Kathleen Phelan,70,85,41,196
S8400,Patricia Torres,5,2,41,48
S8401,Leon Samples,38,81,60,179
S8402,Sherry Mendoza,30,65,97,192
S8403,Jarvis Wright,93,79,77,249
S8404,Brian Brock,67,23,48,138
S8405,Teresa Bridges,15,30,56,101
S8406,John Sutton,90,9,22,121
S8407,Nicole Buchanan,48,87,57,192
S8408,Millicent Robinson,54,49,53,156
S8409,Patricia Osborne,61,62,10,133
S8410,Alexander White,50,60,70,180
S8411,Morris Brown,14,50,33,97
S8412,Michael Jasso,56,49,53,158
S8413,Polly Kuo,84,49,23,156
S8414,Victoria Flowe,6,66,9,81
S8415,Matthew Hamilton,53,65,78,196
S8416,Darnell Brent,12,94,7,113
S8417,Ralph Hartwell,90,92,32,214
S8418,Tamika Randall,95,87,87,269
S8419,Josefina Keshishian,36,48,30,114
S8420,William Oneal,21,36,26,83
S8421,Myra Stoner,40,85,12,137
S8422,Yanira Campbell,52,94,30,176
S8423,Kerry Fitch,72,18,35,125
S8424,Dannie Yanez,62,19,24,105
S8425,Lucas Smith,9,23,51,83
S8426,Stephanie Cranford,50,16,80,146
S8427,Heather Jones,0,43,54,97
S8428,Carol Schrader,66,19,23,108
S8429,Emogene Carmona,37,28,18,83
S8430,Brooke Cook,30,93,2,125
S8431,Gregory Higgins,6,91,76,173
S8432,Wanda Rice,50,11,43,104
S8433,Gary Bintner,66,14,83,163
S8434,George Trevino,79,26,55,160
S8435,Miguel Staples,45,42,86,173
S8436,Barbara Koch,39,20,37,96
S8437,Dorothy Barnes,43,68,44,155
S8438,Tyisha White,48,98,52,198
S8439,Erica Christenberry,20,73,68,161
S8440,Lea Lambert,33,50,83,166
S8441,Joseph Lanehart,10,76,61,147
S8442,Craig Mcclellan,47,75,52,174
S8443,David Neal,98,62,91,251
S8444,Kimberly Spohn,48,39,22,109
S8445,Leo Clontz,88,43,11,142
S8446,Bessie Browning,66,90,54,210
S8447,Krista Lebow,15,83,56,154
S8448,Billy Christianson,45,92,2,139
S8449,Rueben Waterson,86,51,12,149
S8450,Wendy Ramirez,35,62,42,139
S8451,Bryan Robinson,46,66,44,156
S8452,Mark Koonce,17,18,65,100
S8453,Rachel Traver,14,74,72,160
S8454,William Christin,73,48,32,153
S8455,Jennifer Mart,3,18,84,105
S8456,Barbara Sparling,35,62,21,118
S8457,Martin Mcatee,20,57,48,125
S8458,William Atkin,65,55,69,189
S8459,Maude Simpson,53,56,72,181
S8460,Sara Martinez,57,89,75,221
S8461,Stephen Brown,38,48,49,135
S8462,Joy Beasley,44,49,27,120
S8463,Nancy Wall,37,63,43,143
S8464,Jean Cain,94,31,51,176
S8465,Jannette Guertin,52,52,8,112
S8466,Patrick Nolin,33,62,58,153
S8467,Patsy Murguia,77,38,0,115
S8468,Steven Lancaster,27,71,28,126
S8469,Leonor Long,10,54,55,119
S8470,Raphael Simpkins,85,50,80,215
S8471,Vincent Jackson,88,25,64,177
S8472,Otto Valley,87,72,81,240
S8473,David Winkler,38,67,25,130
S8474,Lucille Pugmire,62,35,81,178
S8475,Michele Lairmore,15,45,97,157
S8476,Caroline Englert,43,88,88,219
S8477,Nancy Stewart,33,23,51,107
S8478,Scott Horn,9,5,90,104
S8479,Katie Boston,99,1,54,154
S8480,Leo Sanders,44,48,53,145
S8481,Mark Newland,73,9,15,97
S8482,Ada Ali,49,70,40,159
S8483,Kevin Boehm,68,11,41,120
S8484,Bernice Wheaton,18,42,47,107
S8485,Karen Johnson,60,47,28,135
S8486,Wilma Smith,64,63,2,129
S8487,Dorothy Desimone,20,57,89,166
S8488,Jose Garcia,54,36,91,181
S8489,Frances Hansing,78,20,40,138
S8490,Patricia Bernier,88,26,99,213
S8491,Moses Long,73,51,9,133
S8492,Angelica Sirmons,76,33,75,184
S8493,Peter Belanger,95,81,40,216
S8494,Marco Harryman,1,81,52,134
S8495,Aaron Suggs,48,52,25,125
S8496,Kevin Turner,97,10,37,144
S8497,Paul Gardner,42,30,47,119
S8498,Andrew Cabral,0,4,40,44
S8499,Alvera Ingalls,55,52,40,147
S8500,Hugh Sandoval,68,72,67,207
S8501,Annabelle Meyers,55,71,17,143
S8502,Clifford Nunez,10,22,48,80
S8503,Edward Efird,63,11,55,129
S8504,Joseph Braun,89,16,50,155
S8505,Irene Bronson,85,66,96,247
S8506,Edward Lewis,92,66,51,209
S8507,Elizabeth Hanson,83,49,91,223
S8508,Alicia Rich,3,34,89,126
S8509,James Miyata,59,13,5,77
S8510,Jeffrey Garcia,80,28,44,152
S8511,Suzanne Dupont,48,69,11,128
S8512,Cathy Milam,51,97,32,180
S8513,David Hardy,97,27,50,174
S8514,Yuette Odonnell,77,5,13,95
S8515,Michelle Carrera,26,76,61,163
S8516,Cindy King,58,59,71,188
S8517,Shawn Markovich,40,34,76,150
S8518,Cindy Spangler,75,91,62,228
S8519,Tiffany Shine,17,14,83,114
S8520,Timothy Frasure,55,49,24,128
S8521,Jeri Sheridan,46,14,12,72
S8522,Marian Shook,62,32,49,143
S8523,Kathy Crain,18,16,51,85
S8524,Janet Holbrook,87,67,81,235
S8525,Lloyd Acosta,47,81,87,215
S8526,Steven Eiben,79,87,19,185
S8527,Dena Mayberry,33,46,30,109
S8528,Kathy Scorgie,71,12,24,107
S8529,Bobby Foster,94,63,30,187
S8530,Jerry Arnold,60,14,23,97
S8531,James James,36,79,95,210
S8532,Adrian Parker,93,1,0,94
S8533,Charles Gordon,34,23,67,124
S8534,Carol Gorenberg,43,69,98,210
S8535,Jeff Threadgill,64,54,27,145
S8536,Clyde Enriquez,9,45,10,64
S8537,James Adams,23,35,58,116
S8538,John Barclay,17,64,25,106
S8539,Jacob Hill,97,62,43,202
S8540,Katie Pierro,50,83,70,203
S8541,Brian Johnson,74,32,6,112
S8542,Elmer Rainer,83,10,17,110
S8543,Roy Mcmaster,44,94,45,183
S8544,Diana Norwood,74,20,21,115
S8545,Marcia Tarlow,24,47,67,138
S8546,Christopher Hoy,97,64,43,204
S8547,Charles Douglas,2,90,66,158
S8548,Leonard Love,39,81,71,191
S8549,Michael Padberg,30,6,66,102
S8550,Joan Mcgill,34,73,14,121
S8551,Angel Page,2,89,59,150
S8552,Nannie Curreri,67,51,20,138
S8553,Deanna Warren,46,85,86,217
S8554,Ellen Angelo,17,76,21,114
S8555,Barbara Gibbs,100,3,43,146
S8556,Johnnie Avery,11,90,48,149
S8557,Gary Pittman,86,24,72,182
S8558,John Penwell,44,79,73,196
S8559,Steven Greene,74,53,69,196
S8560,Stephanie Gill,69,76,82,227
S8561,Curtis Hogan,54,88,49,191
S8562,Troy Swick,88,72,32,192
S8563,Catherine Moore,73,28,71,172
S8564,Rosie Bild,44,24,35,103
S8565,Gary Martin,39,3,40,82
S8566,Tim Hartt,18,16,91,125
S8567,Veronica Aguilar,85,44,69,198
S8568,Owen Prothro,85,41,25,151
S8569,Walter Warner,97,94,74,265
S8570,Loretta Mcmanus,79,4,38,121
S8571,Frances Valdez,9,58,50,117
S8572,Eric Owen,78,27,44,149
S8573,Brock Loveland,45,75,64,184
S8574,Alan Doherty,22,86,53,161
S8575,Hal Gross,19,88,28,135
S8576,Mark Wooton,59,48,72,179
S8577,Helen Morgan,47,100,51,198
S8578,Cindy Martin,62,79,27,168
S8579,Margaret Herauf,14,21,19,54
S8580,Linda Mercado,0,62,71,133
S8581,James Fleming,55,5,96,156
S8582,Basil Slaughter,54,75,73,202
S8583,Kathleen Gustafson,46,46,78,170
S8584,John Haynes,19,2,85,106
S8585,Theodore Towns,76,11,87,174
S8586,Julie Sanots,99,51,29,179
S8587,William Elman,35,68,47,150
S8588,Nancy Connors,17,60,21,98
S8589,Jeffrey Frausto,22,33,14,69
S8590,Shannon Hernandez,67,69,46,182
S8591,Lisa Perotti,27,71,15,113
S8592,Travis Woolfolk,28,84,11,123
S8593,Jannie Thompson,52,30,86,168
S8594,Harold Mandrell,72,54,20,146
S8595,Ann Scales,94,82,84,260
S8596,Maria Larcom,90,61,45,196
S8597,Belinda Johnson,66,84,62,212
S8598,Robert Small,25,13,96,134
S8599,Sherri Scott,90,98,74,262
S8600,Arthur Harrell,48,53,79,180
S8601,Leonard Hauger,47,25,34,106
S8602,Virginia Bradley,37,25,4,66
S8603,Debbie Cheng,83,5,83,171
S8604,Cinthia Collins,78,54,19,151
S8605,Elizabeth Dietzel,58,20,62,140
S8606,Clarice Mendoza,20,8,17,45
S8607,Tommie Mendoza,66,20,90,176
S8608,Joesph Mcintyre,20,83,22,125
S8609,Eda Caswell,52,99,45,196
S8610,Michael Curl,29,27,45,101
S8611,Nancy Groff,99,78,5,182
S8612,Betty Trojanowski,88,36,21,145
S8613,Andrea Bonnett,26,86,54,166
S8614,Sabrina Bell,72,11,57,140
S8615,David White,68,20,28,116
S8616,Mary Nail,80,34,29,143
S8617,Cecil Wilson,51,13,16,80
S8618,James Pace,6,51,17,74
S8619,Miles Crawford,28,92,52,172
S8620,Matthew Jageman,40,38,39,117
S8621,Brenda Eisentrout,72,71,32,175
S8622,Thomas Alonso,91,82,77,250
S8623,Katherine Nunez,38,84,82,204
S8624,Dave Louis,95,42,0,137
S8625,Ruth Baker,14,32,37,83
S8626,George Swenson,99,49,79,227
S8627,Dorothy Holmes,34,17,75,126
S8628,Mary Morgan,25,18,40,83
S8629,Ernest Cook,21,60,40,121
S8630,Genevieve Hollingsworth,71,85,89,245
S8631,Novella Fletcher,69,80,6,155
S8632,Mildred Hines,91,87,67,245
S8633,Gerald Jones,66,18,7,91
S8634,Stanton Pepin,71,43,87,201
S8635,Alvin Mcmilliam,17,69,42,128
S8636,Salvador Morgan,86,19,91,196
S8637,Glenn Halvorson,24,59,15,98
S8638,Carol Sanchez,14,61,64,139
S8639,Erin Riley,99,13,27,139
S8640,Shannon Maisonave,14,54,21,89
S8641,Michael Linquist,35,85,81,201
S8642,Clyde Wallace,71,96,8,175
S8643,Bethany Fetter,97,62,44,203
S8644,Raymond Wilkerson,41,52,60,153
S8645,Kenneth Axel,95,100,84,279
S8646,Steven Bordley,86,90,31,207
S8647,Christian Rosa,67,28,64,159
S8648,Gerald Correia,48,88,63,199
S8649,Reginald Moffett,32,73,83,188
S8650,Emil Barkley,84,80,64,228
S8651,Lucia Taylor,39,77,22,138
S8652,Mary Ball,66,85,72,223
S8653,Rodney Riley,29,41,31,101
S8654,Terri Azevedo,44,62,33,139
S8655,Andrew Danker,54,72,32,158
S8656,Gary Webb,59,78,92,229
S8657,Carmen Teeter,69,68,33,170
S8658,Regina Powers,6,17,8,31
S8659,Leo Martin,22,54,54,130
S8660,Danielle Dias,22,6,57,85
S8661,Jeffrey Finneran,3,81,75,159
S8662,Peggy Brown,7,89,70,166
S8663,Rosemarie Maedche,32,31,80,143
S8664,Barbara Brothern,70,79,79,228
S8665,Helen Brinegar,66,45,50,161
S8666,Timothy Brickman,47,68,37,152
S8667,Maudie Overman,26,78,21,125
S8668,William Lyons,35,95,90,220
S8669,Thomas Carrothers,33,38,93,164
S8670,Eugene Lee,98,18,80,196
S8671,Marilou Watkins,71,67,68,206
S8672,Jerry Miller,78,72,85,235
S8673,Mary Turner,27,47,93,167
S8674,Laurence Clemons,20,19,53,92
S8675,Janet Johnson,86,1,81,168
S8676,Gary Underwood,70,28,53,151
S8677,Margaret Thieman,70,53,90,213
S8678,Bennett Plymel,64,0,8,72
S8679,Dwight Shockley,3,4,19,26
S8680,David Kittelson,59,18,42,119
S8681,Adrienne Spurlock,94,90,10,194
S8682,Michael Stilwell,53,99,86,238
S8683,Michelle Swain,50,28,55,133
S8684,Carol Hill,53,21,27,101
S8685,Lucy Griffith,36,19,62,117
S8686,Robert Walsh,1,23,29,53
S8687,Marion Tauras,44,70,23,137
S8688,Robert Garrison,71,56,98,225
S8689,Kathleen Leal,16,28,62,106
S8690,Marjorie Mendoza,87,56,85,228
S8691,Bobbie Halvorsen,79,31,96,206
S8692,Rena Elliott,86,12,3,101
S8693,Josie Dugue,3,11,29,43
S8694,Brian Martinez,68,41,99,208
S8695,Janice Oliver,19,92,44,155
S8696,Susan Fairley,6,14,90,110
S8697,Mark Younger,83,97,36,216
S8698,Brian Battle,82,47,78,207
S8699,Jim Malinowski,81,65,30,176
S8700,Grant Harris,84,1,39,124
S8701,Willian Collins,15,44,50,109
S8702,Dolores Moreno,58,99,75,232
S8703,Jeff Booth,28,88,63,179
S8704,Rayna Bishop,71,44,38,153
S8705,Mary Davison,42,73,99,214
S8706,Russell Gibbs,10,35,61,106
S8707,Jackie Pearson,91,79,81,251
S8708,George Roark,85,73,20,178
S8709,Elizabeth Stephens,50,72,15,137
S8710,Derrick Roman,48,79,78,205
S8711,David Morales,67,63,73,203
S8712,David Barnes,69,25,95,189
S8713,Lucille Null,53,70,13,136
S8714,Muriel Yang,68,33,9,110
S8715,James Chambers,54,44,11,109
S8716,Dana Garcia,64,13,50,127
S8717,Troy Ruckman,38,93,93,224
S8718,Bradley Cole,69,87,76,232
S8719,Troy Brown,33,6,86,125
S8720,Luis Kamp,59,29,82,170
S8721,Colleen Hoover,62,6,90,158
S8722,William Hamil,95,12,6,113
S8723,Willie Sharkey,23,64,83,170
S8724,Louise Perng,5,89,86,180
S8725,Bonnie Miller,37,61,73,171
S8726,Bryan Dion,63,69,34,166
S8727,Bradley Bradshaw,36,70,0,106
S8728,Robert Joy,30,72,68,170
S8729,Tana Strouse,66,1,52,119
S8730,Kristin Lamb,2,3,51,56
S8731,Arthur Cahal,33,81,52,166
S8732,Sandra Hansen,55,18,34,107
S8733,Susan Strang,27,76,8,111
S8734,Fred Simpson,91,84,86,261
S8735,Elizabeth Moore,14,9,56,79
S8736,Cheryl Scott,13,38,91,142
S8737,Geraldine Scurry,53,9,79,141
S8738,Theodore Paulseth,12,83,15,110
S8739,Harriett Wall,10,96,81,187
S8740,Joan Ford,80,94,22,196
S8741,Louis Evans,85,37,23,145
S8742,Joey Day,92,49,16,157
S8743,Robert Moffett,79,10,95,184
S8744,Margaret Metz,0,41,46,87
S8745,Christina Markert,15,82,22,119
S8746,William Kirkpatrick,61,49,57,167
S8747,Jane Baldwin,27,57,56,140
S8748,Patricia Cho,11,72,14,97
S8749,Peter Sampson,28,69,45,142
S8750,Edward Phillips,65,6,76,147
S8751,Steve Gregory,38,43,13,94
S8752,James Sebeniecher,98,53,33,184
S8753,Linda Watson,53,92,57,202
S8754,Lillian Gavenda,87,78,16,181
S8755,Martin Quay,96,39,63,198
S8756,Martin Darden,71,83,69,223
S8757,Maria Samantha,47,83,71,201
S8758,Gladys Harvey,74,13,71,158
S8759,Jami Dougal,71,55,39,165
S8760,Joshua Portsche,50,53,39,142
S8761,Iliana Wheat,15,49,71,135
S8762,George Harrison,21,45,10,76
S8763,Laura Mcelveen,76,47,38,161
S8764,Ellen Ruiz,2,96,100,198
S8765,Sharon Lefebvre,75,76,75,226
S8766,Mari Arrington,46,92,46,184
S8767,David Poque,27,37,85,149
S8768,Louis Lawrence,86,0,22,108
S8769,Benedict Jackson,77,66,13,156
S8770,Craig Johnson,17,43,88,148
S8771,Brian Blackman,44,88,33,165
S8772,Linda Carroll,93,79,96,268
S8773,Susan Torres,25,72,95,192
S8774,Dacia Corona,65,82,20,167
S8775,Mary Young,92,23,61,176
S8776,Pat Pikes,8,51,9,68
S8777,Carlton Mcculley,5,16,18,39
S8778,Bradley Martinez,94,3,3,100
S8779,William Louviere,80,72,10,162
S8780,Robert Butler,34,49,66,149
S8781,Robert Olvera,60,73,0,133
S8782,Sean Boyd,13,87,85,185
S8783,Thelma Blakeslee,88,65,44,197
S8784,Patricia Berger,33,13,68,114
S8785,Steve Jones,95,85,90,270
S8786,Millie Quinlivan,5,4,43,52
S8787,David Boyd,27,97,63,187
S8788,Barbara Stoffregen,61,15,47,123
S8789,Carol Martinez,91,90,41,222
S8790,Walter Carrell,52,100,98,250
S8791,Charles Porter,51,22,35,108
S8792,Eric Boone,11,63,82,156
S8793,Bernard Davis,55,50,80,185
S8794,Brandon Myers,97,1,35,133
S8795,Merlin Cooper,74,45,70,189
S8796,Grover Pilon,31,42,80,153
S8797,Pamela Farley,35,2,11,48
S8798,Tricia Tribble,2,39,20,61
S8799,James Thompson,30,58,23,111
S8800,Dianne Miller,47,90,52,189
S8801,Wilmer Gore,16,9,39,64
S8802,Michael Wendel,81,4,41,126
S8803,Gilbert Crossland,48,69,13,130
S8804,Brittany Norman,30,92,20,142
S8805,Jonathan Smith,28,70,36,134
S8806,Frances Taylor,45,74,50,169
S8807,Joseph Howell,20,9,36,65
S8808,James Ruth,60,57,8,125
S8809,Patricia Bennett,94,92,83,269
S8810,Deborah Wade,99,92,65,256
S8811,Theresa Ciocca,61,45,80,186
S8812,Irene West,22,8,66,96
S8813,Donna Friday,46,89,93,228
S8814,Rosa Rocco,37,79,97,213
S8815,Robin Ervin,81,94,54,229
S8816,Jacqueline Maine,37,70,46,153
S8817,Wilson Sayler,65,97,98,260
S8818,Terri Parrish,96,47,81,224
S8819,Patrick Escobar,59,78,15,152
S8820,Shaun Bessick,95,20,87,202
S8821,Tim Abreu,88,12,16,116
S8822,Kathryn Harris,71,78,55,204
S8823,Gladys Heep,64,74,98,236
S8824,Claude Leonard,10,43,79,132
S8825,Maria Mclin,100,62,49,211
S8826,Joseph Stewart,8,58,14,80
S8827,Kenneth Nicholas,96,30,95,221
S8828,Michael Yeargin,92,44,35,171
S8829,Wilbert Aviles,5,48,88,141
S8830,Benjamin Bogle,57,65,47,169
S8831,Nancy Bumbrey,42,34,22,98
S8832,Walter Styer,48,44,99,191
S8833,James Mitchell,1,7,15,23
S8834,Donald Kenner,38,81,32,151
S8835,Elaine Saucedo,92,77,62,231
S8836,Vera Sibley,75,29,67,171
S8837,Edward Willis,36,4,82,122
S8838,Cody Johnson,14,32,6,52
S8839,Henrietta Bowie,49,28,79,156
S8840,Diana David,97,8,68,173
S8841,Marjorie Grimes,18,90,79,187
S8842,Alberto Bartels,49,60,47,156
S8843,Terrence Huber,9,13,96,118
S8844,Bobby Mccord,52,85,0,137
S8845,Jason Sanders,29,100,31,160
S8846,Dorothy Lusk,10,23,35,68
S8847,Patricia Dutton,39,35,79,153
S8848,Sadie Thomas,7,88,86,181
S8849,Annette Gonzalez,54,28,81,163
S8850,Karyn Goff,51,56,81,188
S8851,Robert Whyms,25,87,18,130
S8852,Elvia Harris,86,36,65,187
S8853,Albert Horton,57,48,3,108
S8854,Brenda Francis,12,96,66,174
S8855,Terry Mann,17,33,70,120
S8856,Kevin Smith,8,22,100,130
S8857,Peter Mcleland,40,71,58,169
S8858,Roy Fenske,97,25,82,204
S8859,Derrick Correa,39,66,71,176
S8860,Kelly Taylor,70,63,0,133
S8861,Maria Hershenson,27,84,6,117
S8862,Aaron Doman,32,25,0,57
S8863,Frederick Sulla,20,8,36,64
S8864,William Smith,75,64,8,147
S8865,Janay Brown,1,53,23,77
S8866,Erik Dalton,92,59,35,186
S8867,Kristen Ross,85,82,14,181
S8868,Michael Moore,85,72,26,183
S8869,Viviana Gum,57,54,94,205
S8870,Victor Blair,84,27,14,125
S8871,Randall Terrance,33,50,69,152
S8872,Armando Johnson,18,84,79,181
S8873,Lilliam Jackson,9,81,13,103
S8874,Tom Lewis,12,85,78,175
S8875,Vicki Moreno,85,13,79,177
S8876,Kristen Green,56,23,18,97
S8877,Roy Kim,82,16,44,142
S8878,Patricia Kovacs,51,88,87,226
S8879,Ann Oh,30,3,95,128
S8880,Christian Greer,22,83,64,169
S8881,Thomas Edminster,55,76,70,201
S8882,John Plante,46,48,98,192
S8883,Ruth Barden,4,49,73,126
S8884,Leslie Jenkins,43,75,96,214
S8885,Sheila Yang,100,19,41,160
S8886,Fran King,93,27,72,192
S8887,Rodney Chamberlain,71,76,84,231
S8888,Santos Webb,91,72,12,175
S8889,Doris Bartholomew,30,93,60,183
S8890,Erin Meredith,47,45,67,159
S8891,Cameron Lemoine,20,1,77,98
S8892,Antoine Fuller,56,15,61,132
S8893,Martin Gentry,45,100,64,209
S8894,Debbie Cianciola,21,17,62,100
S8895,Michael Brown,68,61,12,141
S8896,Yong Aubin,4,29,59,92
S8897,Dora Baskerville,37,33,56,126
S8898,Anthony Rempe,7,92,18,117
S8899,Adam Fincher,52,88,98,238
S8900,Misty Eagen,51,59,47,157
S8901,Robin Pond,40,24,3,67
S8902,John Alexander,60,93,96,249
S8903,Barbara Smith,57,43,73,173
S8904,Adam Wise,78,95,71,244
S8905,Michael Nguyen,80,18,93,191
S8906,Jon Duane,25,39,4,68
S8907,Effie Orahood,25,44,23,92
S8908,Sarah Schmidt,86,96,63,245
S8909,Ethel Kroll,74,91,3,168
S8910,Larry Brotherton,51,83,43,177
S8911,Olga Warnack,49,75,62,186
S8912,Elizabeth Hurt,14,81,37,132
S8913,Bernard Blankenship,33,11,70,114
S8914,Scott Cooper,22,29,9,60
S8915,Leticia Dobbins,24,55,19,98
S8916,John Kavanagh,5,36,88,129
S8917,Maurine Valentine,90,98,27,215
S8918,Katrina Freeze,0,19,28,47
S8919,Bonita Young,80,59,87,226
S8920,Eva Martin,28,67,66,161
S8921,Steve Sanchez,4,74,43,121
S8922,Monique Tanksley,3,61,72,136
S8923,Juanita Mcdonough,31,12,57,100
S8924,Margaret Escobedo,61,76,96,233
S8925,Sara Sanchez,72,79,44,195
S8926,Richard Brown,28,30,89,147
S8927,Elisa Kowal,26,94,7,127
S8928,Yolanda Stone,95,30,8,133
S8929,John Mcdonough,39,98,19,156
S8930,Amy Painter,37,30,53,120
S8931,Ruth Campbell,2,49,24,75
S8932,Jennifer Dillard,41,7,9,57
S8933,Susan Mcnair,12,100,1,113
S8934,Wayne Henderson,70,35,16,121
S8935,Manuel Stracke,45,9,34,88
S8936,Brenda Babb,53,48,49,150
S8937,Violet Dohse,13,87,27,127
S8938,Catherine Mckinney,7,88,83,178
S8939,Marilyn Metzger,19,24,78,121
S8940,Pedro Debem,93,80,40,213
S8941,Harry Childers,83,21,8,112
S8942,Claudia Tate,5,76,99,180
S8943,Scott Gagnon,54,49,14,117
S8944,Beth Miller,90,13,43,146
S8945,Chad Garner,48,30,18,96
S8946,Jay Hernandez,79,91,100,270
S8947,Helen Bass,92,47,71,210
S8948,Tom Obiesie,82,1,5,88
S8949,Michael Hernandez,94,24,52,170
S8950,Steve King,24,82,62,168
S8951,Robert Roman,66,86,93,245
